COUNTYNAME,DATETIME,DATE,LON,LAT,PK
Camden,6/20/2013 2:04:56 PM,6/20/2013,-75.1301,39.94395,980
Camden,8/23/2013 4:51:44 PM,8/23/2013,-75.02443,39.9638,981
Camden,5/12/2013 8:42:25 PM,5/12/2013,-74.8696,39.64672,982
Burlington,1/1/2013 6:13:16 PM,1/1/2013,-74.99419,39.9625,983
Camden,2/11/2013 3:29:24 PM,2/11/2013,-75.02791,39.94819,984
Camden,6/16/2013 12:00:04 PM,6/16/2013,-74.93128,39.80738,985
Burlington,8/15/2013 3:11:27 PM,8/15/2013,-74.97235,39.93894,986
Camden,11/28/2013 8:58:46 PM,11/28/2013,-74.93158,39.80409,987
Camden,6/20/2013 1:59:12 PM,6/20/2013,-75.10589,39.94287,988
Camden,6/20/2013 2:00:31 PM,6/20/2013,-75.11052,39.94238,989
Atlantic,3/31/2013 3:08:50 PM,3/31/2013,-74.42093,39.36403,990
Camden,1/25/2014 5:56:52 PM,1/25/2014,-75.02442,39.96394,991
Camden,8/15/2013 3:53:26 PM,8/15/2013,-74.93048,39.81161,992
Camden,8/6/2013 11:38:48 AM,8/6/2013,-75.0137,39.97889,993
Burlington,8/6/2013 9:36:15 PM,8/6/2013,-75.03775,40.00592,994
Burlington,9/2/2013 6:21:57 PM,9/2/2013,-74.9224,39.88599,995
Burlington,9/2/2013 11:32:31 AM,9/2/2013,-74.95139,39.92503,996
Camden,8/6/2013 8:37:43 PM,8/6/2013,-74.89878,39.71575,997
Burlington,6/16/2013 7:08:23 PM,6/16/2013,-74.94729,39.92156,998
Atlantic,12/12/2013 4:18:55 PM,12/12/2013,-74.44032,39.35674,999
Camden,3/31/2013 3:55:44 PM,3/31/2013,-74.92072,39.79393,1000
Atlantic,3/31/2013 2:15:46 PM,3/31/2013,-74.41981,39.36379,1001
Camden,3/22/2013 2:28:32 PM,3/22/2013,-75.01836,39.98413,1002
Atlantic,1/1/2014 1:46:39 PM,1/1/2014,-74.42452,39.36395,1003
Camden,3/31/2013 3:55:44 PM,3/31/2013,-74.92072,39.79393,1004
Camden,6/20/2013 2:20:19 PM,6/20/2013,-75.07567,39.93679,1005
Burlington,8/6/2013 11:54:52 AM,8/6/2013,-74.94051,39.90861,1006
Burlington,8/15/2013 4:33:58 PM,8/15/2013,-75.03802,40.00651,1007
Camden,12/12/2013 9:49:27 PM,12/12/2013,-74.93148,39.80457,1008
Atlantic,5/12/2013 8:34:17 PM,5/12/2013,-74.73224,39.55024,1009
Camden,1/25/2014 2:58:33 PM,1/25/2014,-75.02961,39.94008,1010
Camden,6/16/2013 6:52:37 PM,6/16/2013,-74.93029,39.80038,1011
Camden,3/22/2013 2:32:05 PM,3/22/2013,-75.02665,39.95407,1012
Camden,2/11/2013 6:28:23 PM,2/11/2013,-75.02038,39.98664,1013
Burlington,9/2/2013 11:27:31 AM,9/2/2013,-75.00741,39.97172,1014
Burlington,6/16/2013 11:18:35 AM,6/16/2013,-75.0397,40.00774,1015
Camden,6/16/2013 7:16:57 PM,6/16/2013,-75.02626,39.99132,1016
Camden,1/25/2014 2:59:00 PM,1/25/2014,-75.02892,39.94297,1017
Camden,5/12/2013 9:08:06 PM,5/12/2013,-74.92794,39.82494,1018
Atlantic,12/31/2013 7:05:34 PM,12/31/2013,-74.68781,39.51424,1019
Burlington,2/14/2013 12:49:51 PM,2/14/2013,-74.96301,39.93285,1020
Camden,5/10/2013 5:24:59 PM,5/10/2013,-75.0245,39.94575,1021
Burlington,12/12/2013 9:59:37 PM,12/12/2013,-74.92201,39.8847,1022
Camden,2/11/2013 6:23:55 PM,2/11/2013,-75.02726,39.95112,1023
Camden,8/15/2013 2:46:26 PM,8/15/2013,-75.02653,39.935,1024
Atlantic,6/16/2013 12:43:35 PM,6/16/2013,-74.43717,39.36041,1025
Camden,5/10/2013 2:25:53 PM,5/10/2013,-75.02645,39.94582,1026
Camden,5/12/2013 12:30:33 PM,5/12/2013,-74.93176,39.80367,1027
Atlantic,6/16/2013 12:47:50 PM,6/16/2013,-74.42028,39.36476,1028
Camden,5/10/2013 5:24:36 PM,5/10/2013,-75.02395,39.94597,1029
Camden,8/15/2013 2:28:58 PM,8/15/2013,-75.06037,39.93021,1030
Burlington,5/12/2013 9:18:04 PM,5/12/2013,-74.93865,39.90737,1031
Camden,8/23/2013 4:45:41 PM,8/23/2013,-75.02908,39.9424,1032
Camden,2/14/2013 1:41:37 PM,2/14/2013,-74.87232,39.65009,1033
Camden,2/14/2013 5:58:13 PM,2/14/2013,-74.90955,39.78322,1034
Camden,6/16/2013 7:16:10 PM,6/16/2013,-75.01949,39.98554,1035
Atlantic,6/16/2013 5:47:27 PM,6/16/2013,-74.43755,39.35914,1036
Camden,12/27/2013 6:35:51 PM,12/27/2013,-75.02996,39.93426,1037
Camden,12/27/2013 6:46:00 PM,12/27/2013,-75.02788,39.94826,1038
Camden,8/15/2013 3:46:38 PM,8/15/2013,-74.93178,39.80374,1039
Camden,2/11/2013 3:27:00 PM,2/11/2013,-75.02415,39.9655,1040
Atlantic,6/16/2013 12:44:40 PM,6/16/2013,-74.42976,39.36341,1041
Burlington,10/14/2013 2:07:12 PM,10/14/2013,-74.97135,39.9384,1042
Camden,12/12/2013 9:36:10 PM,12/12/2013,-74.92055,39.79397,1043
Camden,1/25/2014 2:53:19 PM,1/25/2014,-75.02901,39.93617,1044
Atlantic,9/2/2013 4:30:06 PM,9/2/2013,-74.43356,39.35992,1045
Camden,8/23/2013 2:07:24 PM,8/23/2013,-75.02507,39.96136,1046
Atlantic,3/31/2013 3:13:50 PM,3/31/2013,-74.43466,39.35941,1047
Burlington,9/2/2013 6:41:29 PM,9/2/2013,-75.00448,39.96939,1048
Camden,6/16/2013 6:57:48 PM,6/16/2013,-74.92699,39.82937,1049
Camden,1/25/2014 5:36:20 PM,1/25/2014,-75.02999,39.93618,1050
Camden,10/14/2013 2:33:38 PM,10/14/2013,-74.9318,39.80333,1051
Camden,1/1/2014 8:46:04 PM,1/1/2014,-74.93034,39.81243,1052
Burlington,8/6/2013 9:13:47 PM,8/6/2013,-75.0113,39.97631,1053
Burlington,9/2/2013 11:27:31 AM,9/2/2013,-75.00741,39.97172,1054
Camden,12/27/2013 6:45:17 PM,12/27/2013,-75.02577,39.946,1055
Atlantic,3/31/2013 3:24:01 PM,3/31/2013,-74.55733,39.41571,1056
Camden,8/23/2013 2:04:39 PM,8/23/2013,-75.01729,39.98282,1057
Atlantic,3/31/2013 2:12:39 PM,3/31/2013,-74.4266,39.36085,1058
Atlantic,3/31/2013 3:09:19 PM,3/31/2013,-74.42153,39.36434,1059
Burlington,9/2/2013 11:27:31 AM,9/2/2013,-75.00741,39.97172,1060
Camden,9/2/2013 6:10:23 PM,9/2/2013,-74.93147,39.80207,1061
Burlington,8/15/2013 3:14:35 PM,8/15/2013,-74.97152,39.93634,1062
Camden,1/1/2013 6:16:33 PM,1/1/2013,-75.01914,39.98526,1063
Camden,1/25/2014 2:50:03 PM,1/25/2014,-75.02811,39.94746,1064
Camden,5/10/2013 5:25:31 PM,5/10/2013,-75.02732,39.9465,1065
Burlington,12/12/2013 1:31:02 PM,12/12/2013,-74.95131,39.92501,1066
Camden,5/12/2013 12:14:01 PM,5/12/2013,-74.93025,39.81401,1067
Camden,2/11/2013 6:45:55 PM,2/11/2013,-75.02289,39.98757,1068
Atlantic,9/2/2013 4:28:51 PM,9/2/2013,-74.43151,39.36077,1069
Atlantic,8/6/2013 1:14:29 PM,8/6/2013,-74.4375,39.36027,1070
Camden,10/14/2013 2:40:02 PM,10/14/2013,-74.9096,39.74205,1071
Camden,3/22/2013 2:28:43 PM,3/22/2013,-75.01705,39.98258,1072
Camden,8/15/2013 3:49:31 PM,8/15/2013,-74.91804,39.79184,1073
Camden,12/27/2013 6:54:37 PM,12/27/2013,-75.01613,39.98167,1074
Burlington,8/6/2013 9:00:09 PM,8/6/2013,-74.94306,39.91432,1075
Camden,6/20/2013 1:55:53 PM,6/20/2013,-75.07194,39.9422,1076
Atlantic,3/31/2013 3:08:50 PM,3/31/2013,-74.42093,39.36403,1077
Camden,3/22/2013 5:27:03 PM,3/22/2013,-75.02288,39.98765,1078
Atlantic,5/12/2013 3:55:45 PM,5/12/2013,-74.42102,39.36361,1079
Atlantic,11/28/2013 8:17:55 PM,11/28/2013,-74.68636,39.51369,1080
Camden,12/31/2013 6:52:43 PM,12/31/2013,-74.87273,39.64925,1081
Atlantic,9/2/2013 5:06:28 PM,9/2/2013,-74.76735,39.57326,1082
Camden,5/12/2013 8:54:43 PM,5/12/2013,-74.92099,39.79443,1083
Camden,8/15/2013 4:31:23 PM,8/15/2013,-75.02288,39.9876,1084
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,1085
Camden,5/10/2013 5:32:05 PM,5/10/2013,-75.02004,39.98628,1086
Camden,6/20/2013 2:29:00 PM,6/20/2013,-75.05322,39.96045,1087
Camden,2/11/2013 6:25:14 PM,2/11/2013,-75.02466,39.96301,1088
Camden,2/11/2013 6:28:34 PM,2/11/2013,-75.02165,39.98794,1089
Camden,2/14/2013 6:05:31 PM,2/14/2013,-74.92145,39.79503,1090
Camden,8/15/2013 3:40:17 PM,8/15/2013,-74.92439,39.84216,1091
Camden,8/15/2013 3:05:11 PM,8/15/2013,-75.01562,39.97973,1092
Burlington,1/1/2014 8:56:01 PM,1/1/2014,-74.9341,39.90189,1093
Atlantic,3/31/2013 3:15:47 PM,3/31/2013,-74.43743,39.35911,1094
Camden,12/31/2013 5:56:30 PM,12/31/2013,-74.92426,39.84268,1095
Atlantic,6/16/2013 6:14:01 PM,6/16/2013,-74.7821,39.58287,1096
Camden,5/10/2013 2:28:02 PM,5/10/2013,-75.0249,39.94306,1097
Burlington,2/11/2013 6:48:03 PM,2/11/2013,-75.03369,39.99722,1098
Camden,2/11/2013 6:45:55 PM,2/11/2013,-75.02289,39.98757,1099
Atlantic,1/1/2014 5:09:36 AM,1/1/2014,-74.68636,39.51369,1100
Camden,5/10/2013 4:59:52 PM,5/10/2013,-75.02611,39.94479,1101
Camden,8/23/2013 5:09:25 PM,8/23/2013,-75.02074,39.97683,1102
Camden,11/28/2013 12:34:29 PM,11/28/2013,-75.02341,39.98863,1103
Atlantic,6/16/2013 12:48:51 PM,6/16/2013,-74.42012,39.36387,1104
Burlington,12/31/2013 5:47:54 PM,12/31/2013,-74.93641,39.9045,1105
Burlington,10/14/2013 8:44:47 PM,10/14/2013,-74.94811,39.9227,1106
Burlington,5/10/2013 5:49:09 PM,5/10/2013,-75.03758,40.00538,1107
Camden,1/25/2014 2:51:15 PM,1/25/2014,-75.02868,39.9448,1108
Atlantic,10/14/2013 3:20:03 PM,10/14/2013,-74.42491,39.36535,1109
Camden,1/1/2013 6:21:09 PM,1/1/2013,-75.0253,39.99059,1110
Atlantic,12/12/2013 4:18:29 PM,12/12/2013,-74.43887,39.35548,1111
Camden,6/20/2013 2:06:33 PM,6/20/2013,-75.12944,39.94819,1112
Atlantic,9/2/2013 5:30:53 PM,9/2/2013,-74.81017,39.60182,1113
Burlington,6/20/2013 2:47:42 PM,6/20/2013,-75.03754,40.00522,1114
Camden,10/14/2013 8:55:48 PM,10/14/2013,-75.02023,39.98642,1115
Atlantic,3/31/2013 3:19:26 PM,3/31/2013,-74.48526,39.37881,1116
Burlington,9/2/2013 6:54:45 PM,9/2/2013,-75.03705,40.00377,1117
Atlantic,9/2/2013 4:50:35 PM,9/2/2013,-74.68412,39.51207,1118
Camden,1/25/2014 5:45:13 PM,1/25/2014,-75.02781,39.94836,1119
Camden,2/11/2013 6:28:34 PM,2/11/2013,-75.02165,39.98794,1120
Burlington,1/25/2014 2:41:18 PM,1/25/2014,-75.0372,40.0034,1121
Camden,5/10/2013 5:28:55 PM,5/10/2013,-75.02545,39.95927,1122
Camden,12/12/2013 9:27:49 PM,12/12/2013,-74.89841,39.71559,1123
Burlington,8/15/2013 3:27:52 PM,8/15/2013,-74.94441,39.91629,1124
Camden,3/31/2013 4:02:39 PM,3/31/2013,-74.92184,39.85287,1125
Burlington,10/14/2013 2:13:21 PM,10/14/2013,-74.93622,39.90422,1126
Burlington,1/1/2013 6:06:19 PM,1/1/2013,-74.93873,39.90739,1127
Camden,6/16/2013 6:34:12 PM,6/16/2013,-74.91977,39.7935,1128
Camden,6/16/2013 6:32:58 PM,6/16/2013,-74.90974,39.78199,1129
Camden,11/28/2013 9:01:07 PM,11/28/2013,-74.92762,39.82605,1130
Camden,12/31/2013 6:20:31 PM,12/31/2013,-74.91884,39.79276,1131
Camden,1/25/2014 2:57:54 PM,1/25/2014,-75.02983,39.93612,1132
Camden,2/14/2013 6:01:22 PM,2/14/2013,-74.92155,39.79491,1133
Camden,6/16/2013 6:53:22 PM,6/16/2013,-74.9316,39.80381,1134
Camden,2/11/2013 6:28:23 PM,2/11/2013,-75.02038,39.98664,1135
Camden,10/14/2013 8:12:50 PM,10/14/2013,-74.87983,39.66229,1136
Burlington,10/14/2013 2:11:56 PM,10/14/2013,-74.9437,39.91523,1137
Camden,6/16/2013 12:14:15 PM,6/16/2013,-74.87707,39.65142,1138
Camden,5/12/2013 8:54:50 PM,5/12/2013,-74.92095,39.79472,1139
Camden,12/31/2013 6:29:37 PM,12/31/2013,-74.89727,39.70685,1140
Atlantic,3/31/2013 3:09:30 PM,3/31/2013,-74.42247,39.36445,1141
Burlington,8/15/2013 3:06:15 PM,8/15/2013,-75.00762,39.97192,1142
Camden,3/22/2013 5:17:43 PM,3/22/2013,-75.02247,39.98748,1143
Atlantic,3/31/2013 3:11:07 PM,3/31/2013,-74.42623,39.36285,1144
Camden,5/10/2013 2:21:26 PM,5/10/2013,-75.02662,39.95416,1145
Camden,1/25/2014 2:47:59 PM,1/25/2014,-75.02633,39.95587,1146
Atlantic,3/31/2013 3:16:19 PM,3/31/2013,-74.43872,39.36051,1147
Atlantic,10/14/2013 4:52:03 PM,10/14/2013,-74.42153,39.36283,1148
Camden,10/14/2013 8:56:46 PM,10/14/2013,-75.02223,39.98795,1149
Camden,6/20/2013 2:28:55 PM,6/20/2013,-75.05378,39.95996,1150
Camden,11/28/2013 8:47:14 PM,11/28/2013,-74.91412,39.79018,1151
Atlantic,11/28/2013 2:03:09 PM,11/28/2013,-74.42453,39.36553,1152
Burlington,12/12/2013 10:03:47 PM,12/12/2013,-74.9413,39.91146,1153
Atlantic,12/12/2013 2:56:44 PM,12/12/2013,-74.42439,39.36557,1154
Camden,5/10/2013 4:58:27 PM,5/10/2013,-75.02699,39.94398,1155
Camden,2/14/2013 1:06:35 PM,2/14/2013,-74.92247,39.85072,1156
Camden,3/31/2013 3:58:16 PM,3/31/2013,-74.93092,39.80867,1157
Atlantic,8/6/2013 1:16:20 PM,8/6/2013,-74.43276,39.35736,1158
Camden,12/12/2013 9:30:07 PM,12/12/2013,-74.90795,39.73745,1159
Camden,8/23/2013 2:27:52 PM,8/23/2013,-75.02888,39.9403,1160
Camden,3/31/2013 3:58:16 PM,3/31/2013,-74.93092,39.80867,1161
Burlington,2/14/2013 12:56:42 PM,2/14/2013,-74.95282,39.92604,1162
Burlington,3/31/2013 4:08:22 PM,3/31/2013,-74.93747,39.90597,1163
Camden,2/11/2013 3:32:54 PM,2/11/2013,-75.02806,39.93662,1164
Camden,12/27/2013 6:52:26 PM,12/27/2013,-75.02457,39.96344,1165
Camden,6/16/2013 6:54:49 PM,6/16/2013,-74.93088,39.80938,1166
Camden,1/25/2014 3:04:56 PM,1/25/2014,-75.02869,39.94486,1167
Camden,11/28/2013 1:15:57 PM,11/28/2013,-74.93127,39.80727,1168
Camden,12/31/2013 5:56:25 PM,12/31/2013,-74.92408,39.84347,1169
Camden,8/15/2013 2:49:57 PM,8/15/2013,-75.02308,39.93854,1170
Burlington,8/23/2013 5:32:18 PM,8/23/2013,-75.03578,39.99983,1171
Burlington,3/31/2013 4:06:49 PM,3/31/2013,-74.92834,39.89472,1172
Burlington,12/31/2013 5:41:40 PM,12/31/2013,-74.97224,39.939,1173
Camden,5/10/2013 2:31:00 PM,5/10/2013,-75.02717,39.93938,1174
Camden,6/20/2013 2:15:16 PM,6/20/2013,-75.1069,39.94369,1175
Camden,1/1/2013 1:11:40 PM,1/1/2013,-74.87228,39.65046,1176
Atlantic,2/14/2013 3:58:33 PM,2/14/2013,-74.42098,39.36354,1177
Camden,3/31/2013 3:51:35 PM,3/31/2013,-74.91002,39.74351,1178
Atlantic,5/12/2013 3:54:25 PM,5/12/2013,-74.4264,39.36087,1179
Camden,8/23/2013 4:49:39 PM,8/23/2013,-75.02708,39.95198,1180
Camden,3/31/2013 3:54:16 PM,3/31/2013,-74.90965,39.78239,1181
Burlington,2/14/2013 12:51:48 PM,2/14/2013,-74.95834,39.92973,1182
Camden,12/27/2013 3:21:30 PM,12/27/2013,-75.02268,39.94336,1183
Camden,5/10/2013 2:23:22 PM,5/10/2013,-75.02794,39.94833,1184
Burlington,2/14/2013 12:44:44 PM,2/14/2013,-74.98687,39.95007,1185
Atlantic,1/1/2013 5:14:08 PM,1/1/2013,-74.491,39.38091,1186
Camden,8/23/2013 4:44:34 PM,8/23/2013,-75.02994,39.93613,1187
Burlington,12/12/2013 1:23:30 PM,12/12/2013,-74.96344,39.93313,1188
Camden,6/20/2013 2:10:31 PM,6/20/2013,-75.1282,39.94832,1189
Burlington,12/12/2013 1:33:02 PM,12/12/2013,-74.9452,39.91781,1190
Atlantic,3/31/2013 12:38:34 PM,3/31/2013,-74.43892,39.36011,1191
Camden,1/25/2014 2:48:19 PM,1/25/2014,-75.02688,39.95348,1192
Burlington,12/31/2013 5:49:47 PM,12/31/2013,-74.92369,39.88797,1193
Burlington,6/20/2013 2:47:54 PM,6/20/2013,-75.03811,40.00661,1194
Camden,3/31/2013 12:08:10 PM,3/31/2013,-74.87507,39.65517,1195
Burlington,12/12/2013 1:21:26 PM,12/12/2013,-74.96937,39.93711,1196
Burlington,8/6/2013 9:02:54 PM,8/6/2013,-74.9458,39.919,1197
Atlantic,8/6/2013 8:08:43 PM,8/6/2013,-74.50944,39.3905,1198
Atlantic,1/1/2013 5:09:46 PM,1/1/2013,-74.43701,39.3612,1199
Camden,1/25/2014 2:59:56 PM,1/25/2014,-75.02682,39.9456,1200
Atlantic,1/1/2014 1:42:51 PM,1/1/2014,-74.42257,39.36449,1201
Camden,6/16/2013 6:33:48 PM,6/16/2013,-74.91583,39.79121,1202
Camden,12/12/2013 9:30:31 PM,12/12/2013,-74.90894,39.7404,1203
Camden,12/31/2013 6:25:14 PM,12/31/2013,-74.91064,39.74767,1204
Camden,6/20/2013 2:25:03 PM,6/20/2013,-75.077,39.93707,1205
Atlantic,12/31/2013 11:18:25 PM,12/31/2013,-74.42118,39.36298,1206
Atlantic,12/12/2013 2:31:44 PM,12/12/2013,-74.68772,39.51414,1207
Atlantic,3/31/2013 3:16:59 PM,3/31/2013,-74.44037,39.36238,1208
Burlington,8/6/2013 8:57:48 PM,8/6/2013,-74.94053,39.91003,1209
Burlington,1/25/2014 2:41:23 PM,1/25/2014,-75.03696,40.00273,1210
Burlington,8/6/2013 11:53:56 AM,8/6/2013,-74.94376,39.91523,1211
Camden,6/20/2013 2:11:20 PM,6/20/2013,-75.12895,39.94504,1212
Camden,1/25/2014 2:51:15 PM,1/25/2014,-75.02868,39.9448,1213
Burlington,3/31/2013 4:14:42 PM,3/31/2013,-74.99307,39.96209,1214
Camden,1/1/2013 5:54:55 PM,1/1/2013,-74.92155,39.79528,1215
Camden,12/31/2013 6:21:26 PM,12/31/2013,-74.90966,39.78666,1216
Camden,3/22/2013 5:06:26 PM,3/22/2013,-75.02833,39.94586,1217
Camden,6/20/2013 1:49:21 PM,6/20/2013,-75.02068,39.98654,1218
Burlington,12/12/2013 10:13:11 PM,12/12/2013,-74.95146,39.92523,1219
Burlington,2/14/2013 6:24:07 PM,2/14/2013,-74.93723,39.90565,1220
Atlantic,3/31/2013 3:11:58 PM,3/31/2013,-74.43227,39.36041,1221
Camden,2/11/2013 6:22:33 PM,2/11/2013,-75.02837,39.94564,1222
Burlington,12/31/2013 5:37:24 PM,12/31/2013,-75.00843,39.97289,1223
Camden,8/6/2013 8:40:29 PM,8/6/2013,-74.91039,39.74463,1224
Atlantic,1/1/2014 4:12:51 PM,1/1/2014,-74.42093,39.36332,1225
Burlington,8/6/2013 11:47:50 AM,8/6/2013,-74.95847,39.92979,1226
Burlington,5/12/2013 9:25:17 PM,5/12/2013,-74.99627,39.96331,1227
Camden,8/23/2013 2:29:29 PM,8/23/2013,-75.02326,39.93969,1228
Camden,12/27/2013 3:09:22 PM,12/27/2013,-75.03045,39.93671,1229
Camden,5/10/2013 5:47:29 PM,5/10/2013,-75.02696,39.99187,1230
Camden,8/15/2013 2:10:14 PM,8/15/2013,-75.03975,39.97276,1231
Atlantic,10/14/2013 3:20:36 PM,10/14/2013,-74.42327,39.36599,1232
Atlantic,3/31/2013 3:11:07 PM,3/31/2013,-74.42623,39.36285,1233
Camden,2/11/2013 6:22:33 PM,2/11/2013,-75.02837,39.94564,1234
Camden,8/23/2013 2:05:53 PM,8/23/2013,-75.02236,39.97422,1235
Camden,8/6/2013 8:46:25 PM,8/6/2013,-74.93067,39.81052,1236
Burlington,1/25/2014 2:41:23 PM,1/25/2014,-75.03696,40.00273,1237
Camden,2/11/2013 3:29:24 PM,2/11/2013,-75.02791,39.94819,1238
Burlington,8/6/2013 8:54:24 PM,8/6/2013,-74.92218,39.88506,1239
Camden,2/11/2013 6:30:08 PM,2/11/2013,-75.02215,39.98789,1240
Camden,3/22/2013 2:30:35 PM,3/22/2013,-75.02417,39.96559,1241
Camden,6/20/2013 2:35:20 PM,6/20/2013,-75.02698,39.99213,1242
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,1243
Atlantic,1/1/2014 4:50:12 AM,1/1/2014,-74.43392,39.35982,1244
Camden,6/20/2013 1:55:47 PM,6/20/2013,-75.07124,39.94301,1245
Atlantic,3/31/2013 3:16:19 PM,3/31/2013,-74.43872,39.36051,1246
Camden,12/31/2013 5:36:14 PM,12/31/2013,-75.01846,39.97895,1247
Burlington,2/14/2013 6:31:51 PM,2/14/2013,-75.01206,39.97709,1248
Camden,6/20/2013 2:17:49 PM,6/20/2013,-75.08204,39.93349,1249
Atlantic,2/14/2013 2:04:42 PM,2/14/2013,-74.52105,39.40035,1250
Burlington,9/2/2013 6:24:34 PM,9/2/2013,-74.93422,39.90198,1251
Camden,2/11/2013 3:31:37 PM,2/11/2013,-75.03034,39.93711,1252
Camden,2/11/2013 3:25:05 PM,2/11/2013,-75.01729,39.98287,1253
Burlington,8/15/2013 4:06:18 PM,8/15/2013,-74.94695,39.92087,1254
Burlington,3/31/2013 4:06:49 PM,3/31/2013,-74.92834,39.89472,1255
Camden,10/14/2013 2:23:08 PM,10/14/2013,-74.93029,39.81398,1256
Camden,9/2/2013 11:59:39 AM,9/2/2013,-74.9103,39.78745,1257
Camden,12/12/2013 9:55:14 PM,12/12/2013,-74.92149,39.85432,1258
Burlington,2/14/2013 6:21:11 PM,2/14/2013,-74.92275,39.88671,1259
Atlantic,8/6/2013 7:48:49 PM,8/6/2013,-74.42864,39.36192,1260
Camden,1/25/2014 5:39:20 PM,1/25/2014,-75.0267,39.9457,1261
Camden,2/11/2013 3:33:20 PM,2/11/2013,-75.02813,39.93674,1262
Camden,3/22/2013 5:27:15 PM,3/22/2013,-75.02286,39.98805,1263
Camden,8/23/2013 2:10:23 PM,8/23/2013,-75.02804,39.94785,1264
Camden,8/15/2013 2:18:35 PM,8/15/2013,-75.08306,39.92783,1265
Camden,12/12/2013 1:12:27 PM,12/12/2013,-75.02208,39.98748,1266
Atlantic,1/1/2013 5:04:08 PM,1/1/2013,-74.43568,39.3592,1267
Burlington,12/31/2013 5:43:48 PM,12/31/2013,-74.95619,39.92831,1268
Camden,2/11/2013 6:28:34 PM,2/11/2013,-75.02165,39.98794,1269
Atlantic,2/14/2013 5:19:40 PM,2/14/2013,-74.43843,39.36006,1270
Camden,8/23/2013 2:11:45 PM,8/23/2013,-75.02864,39.94511,1271
Camden,5/10/2013 5:25:25 PM,5/10/2013,-75.02671,39.9463,1272
Camden,5/12/2013 12:10:39 PM,5/12/2013,-74.92215,39.85216,1273
Camden,9/2/2013 11:41:16 AM,9/2/2013,-74.92765,39.82662,1274
Camden,2/11/2013 6:26:41 PM,2/11/2013,-75.02069,39.97693,1275
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,1276
Camden,3/31/2013 12:08:46 PM,3/31/2013,-74.87317,39.64841,1277
Camden,2/11/2013 6:27:42 PM,2/11/2013,-75.01612,39.98166,1278
Camden,9/2/2013 11:41:16 AM,9/2/2013,-74.92765,39.82662,1279
Burlington,3/31/2013 4:08:22 PM,3/31/2013,-74.93747,39.90597,1280
Camden,9/2/2013 11:41:22 AM,9/2/2013,-74.92785,39.82572,1281
Camden,2/11/2013 3:33:27 PM,2/11/2013,-75.02837,39.93679,1282
Camden,6/16/2013 6:26:56 PM,6/16/2013,-74.89803,39.71542,1283
Camden,5/10/2013 5:47:23 PM,5/10/2013,-75.02619,39.99131,1284
Camden,8/15/2013 2:32:46 PM,8/15/2013,-75.05367,39.93571,1285
Camden,8/15/2013 2:44:01 PM,8/15/2013,-75.02565,39.93868,1286
Camden,3/31/2013 3:58:16 PM,3/31/2013,-74.93092,39.80867,1287
Burlington,2/14/2013 6:30:47 PM,2/14/2013,-75.00148,39.96648,1288
Camden,9/2/2013 11:41:22 AM,9/2/2013,-74.92785,39.82572,1289
Atlantic,3/31/2013 3:09:30 PM,3/31/2013,-74.42247,39.36445,1290
Atlantic,1/1/2013 5:13:46 PM,1/1/2013,-74.48524,39.37874,1291
Atlantic,2/14/2013 5:16:30 PM,2/14/2013,-74.42492,39.36371,1292
Burlington,8/6/2013 11:46:00 AM,8/6/2013,-74.96303,39.93286,1293
Atlantic,2/14/2013 2:10:47 PM,2/14/2013,-74.43773,39.36011,1294
Camden,2/11/2013 3:32:23 PM,2/11/2013,-75.02841,39.93653,1295
Atlantic,9/2/2013 3:13:24 PM,9/2/2013,-74.42108,39.36295,1296
Camden,2/11/2013 6:28:23 PM,2/11/2013,-75.02038,39.98664,1297
Burlington,1/1/2013 6:23:03 PM,1/1/2013,-75.03801,40.00651,1298
Camden,8/6/2013 8:48:48 PM,8/6/2013,-74.92709,39.82896,1299
Burlington,3/31/2013 4:14:42 PM,3/31/2013,-74.99307,39.96209,1300
Camden,8/23/2013 4:51:36 PM,8/23/2013,-75.02467,39.96298,1301
Atlantic,3/31/2013 12:40:13 PM,3/31/2013,-74.43385,39.35873,1302
Burlington,6/16/2013 11:29:24 AM,6/16/2013,-74.92609,39.89146,1303
Camden,5/10/2013 2:16:30 PM,5/10/2013,-75.02472,39.98998,1304
Atlantic,3/31/2013 3:12:58 PM,3/31/2013,-74.43359,39.35984,1305
Camden,9/2/2013 11:59:39 AM,9/2/2013,-74.9103,39.78745,1306
Atlantic,1/1/2014 1:42:12 PM,1/1/2014,-74.42325,39.36606,1307
Camden,8/23/2013 4:00:38 PM,8/23/2013,-75.03049,39.93645,1308
Burlington,12/12/2013 1:21:18 PM,12/12/2013,-74.97008,39.93758,1309
Camden,1/25/2014 2:58:33 PM,1/25/2014,-75.02961,39.94008,1310
Camden,9/2/2013 11:59:39 AM,9/2/2013,-74.9103,39.78745,1311
Burlington,8/15/2013 3:30:16 PM,8/15/2013,-74.93591,39.90374,1312
Camden,12/12/2013 1:13:54 PM,12/12/2013,-75.0133,39.97842,1313
Burlington,3/22/2013 5:30:56 PM,3/22/2013,-75.03814,40.00665,1314
Burlington,10/14/2013 2:05:20 PM,10/14/2013,-74.98722,39.95103,1315
