COUNTYNAME,DATETIME,DATE,LON,LAT,PK
Burlington,1/25/2014 2:41:18 PM,1/25/2014,-75.0372,40.0034,1316
Burlington,2/14/2013 6:24:26 PM,2/14/2013,-74.9389,39.90771,1317
Burlington,5/12/2013 9:14:28 PM,5/12/2013,-74.92242,39.88592,1318
Camden,2/14/2013 1:27:36 PM,2/14/2013,-74.93176,39.80369,1319
Camden,2/14/2013 5:54:47 PM,2/14/2013,-74.90881,39.7399,1320
Camden,8/15/2013 2:24:23 PM,8/15/2013,-75.04627,39.92541,1321
Burlington,11/28/2013 9:10:59 PM,11/28/2013,-74.94673,39.92058,1322
Camden,6/16/2013 6:52:09 PM,6/16/2013,-74.92913,39.79951,1323
Camden,9/2/2013 11:41:16 AM,9/2/2013,-74.92765,39.82662,1324
Atlantic,3/31/2013 3:15:47 PM,3/31/2013,-74.43743,39.35911,1325
Camden,10/14/2013 8:19:36 PM,10/14/2013,-74.91044,39.74483,1326
Burlington,12/31/2013 5:47:46 PM,12/31/2013,-74.9373,39.90559,1327
Camden,6/20/2013 1:49:39 PM,6/20/2013,-75.02015,39.98401,1328
Camden,11/28/2013 8:40:42 PM,11/28/2013,-74.89816,39.7155,1329
Atlantic,8/6/2013 12:58:10 PM,8/6/2013,-74.68842,39.51464,1330
Atlantic,12/31/2013 7:26:10 PM,12/31/2013,-74.43278,39.35751,1331
Atlantic,1/1/2014 4:13:31 PM,1/1/2014,-74.42503,39.36143,1332
Camden,3/31/2013 3:44:22 PM,3/31/2013,-74.87061,39.64768,1333
Atlantic,1/1/2014 1:48:05 PM,1/1/2014,-74.42273,39.36421,1334
Atlantic,2/14/2013 1:50:28 PM,2/14/2013,-74.74808,39.55911,1335
Atlantic,9/2/2013 4:31:57 PM,9/2/2013,-74.438,39.35943,1336
Camden,2/11/2013 6:28:23 PM,2/11/2013,-75.02038,39.98664,1337
Camden,9/2/2013 11:41:22 AM,9/2/2013,-74.92785,39.82572,1338
Camden,12/12/2013 2:02:18 PM,12/12/2013,-74.93067,39.81275,1339
Burlington,12/12/2013 1:20:59 PM,12/12/2013,-74.97192,39.93879,1340
Camden,10/14/2013 9:13:08 PM,10/14/2013,-75.0282,39.99285,1341
Camden,8/23/2013 2:03:35 PM,8/23/2013,-75.02455,39.98978,1342
Atlantic,12/12/2013 2:47:34 PM,12/12/2013,-74.44194,39.36281,1343
Atlantic,10/14/2013 7:47:42 PM,10/14/2013,-74.50926,39.3902,1344
Burlington,9/2/2013 11:32:31 AM,9/2/2013,-74.95139,39.92503,1345
Burlington,3/31/2013 4:14:42 PM,3/31/2013,-74.99307,39.96209,1346
Atlantic,3/31/2013 3:11:07 PM,3/31/2013,-74.42623,39.36285,1347
Burlington,5/12/2013 12:01:44 PM,5/12/2013,-74.97157,39.93856,1348
Burlington,9/2/2013 11:32:31 AM,9/2/2013,-74.95139,39.92503,1349
Camden,3/31/2013 3:45:30 PM,3/31/2013,-74.87933,39.6614,1350
Atlantic,3/31/2013 3:16:19 PM,3/31/2013,-74.43872,39.36051,1351
Atlantic,5/12/2013 8:30:12 PM,5/12/2013,-74.68072,39.50967,1352
Burlington,5/12/2013 9:19:41 PM,5/12/2013,-74.9459,39.91918,1353
Atlantic,12/31/2013 7:22:51 PM,12/31/2013,-74.43776,39.36014,1354
Camden,10/14/2013 2:23:22 PM,10/14/2013,-74.93049,39.813,1355
Burlington,6/20/2013 1:47:05 PM,6/20/2013,-75.03663,40.00178,1356
Burlington,6/16/2013 7:13:05 PM,6/16/2013,-74.98739,39.95374,1357
Camden,1/1/2014 8:43:53 PM,1/1/2014,-74.92184,39.79492,1358
Camden,2/11/2013 6:30:21 PM,2/11/2013,-75.02233,39.98748,1359
Camden,3/22/2013 2:49:56 PM,3/22/2013,-75.03023,39.93444,1360
Burlington,8/6/2013 12:00:37 PM,8/6/2013,-74.93892,39.90888,1361
Burlington,2/14/2013 12:49:14 PM,2/14/2013,-74.96437,39.93377,1362
Camden,1/25/2014 2:59:00 PM,1/25/2014,-75.02892,39.94297,1363
Atlantic,10/14/2013 3:21:05 PM,10/14/2013,-74.422,39.36649,1364
Burlington,8/15/2013 4:03:49 PM,8/15/2013,-74.93303,39.90045,1365
Camden,1/25/2014 2:52:53 PM,1/25/2014,-75.03043,39.93685,1366
Camden,12/12/2013 10:26:19 PM,12/12/2013,-75.02216,39.98814,1367
Atlantic,1/1/2013 4:56:04 PM,1/1/2013,-74.42976,39.36168,1368
Camden,2/11/2013 3:26:04 PM,2/11/2013,-75.02218,39.97474,1369
Camden,12/31/2013 6:21:13 PM,12/31/2013,-74.91094,39.78814,1370
Atlantic,10/14/2013 3:17:08 PM,10/14/2013,-74.43902,39.36033,1371
Camden,5/12/2013 9:28:46 PM,5/12/2013,-75.02223,39.9879,1372
Atlantic,3/31/2013 3:09:30 PM,3/31/2013,-74.42247,39.36445,1373
Burlington,6/16/2013 7:14:22 PM,6/16/2013,-75.00079,39.96587,1374
Camden,5/10/2013 2:29:12 PM,5/10/2013,-75.0223,39.94221,1375
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,1376
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,1377
Burlington,12/12/2013 1:25:09 PM,12/12/2013,-74.96099,39.9315,1378
Burlington,10/14/2013 8:46:54 PM,10/14/2013,-74.95745,39.92919,1379
Burlington,3/31/2013 4:15:03 PM,3/31/2013,-74.99627,39.96339,1380
Camden,10/14/2013 9:12:19 PM,10/14/2013,-75.02551,39.99069,1381
Camden,3/31/2013 12:04:07 PM,3/31/2013,-74.89761,39.70819,1382
Burlington,11/28/2013 9:06:27 PM,11/28/2013,-74.92247,39.8861,1383
Camden,11/28/2013 8:33:46 PM,11/28/2013,-74.89242,39.69347,1384
Burlington,5/12/2013 11:54:17 AM,5/12/2013,-75.04201,40.01068,1385
Camden,2/11/2013 6:21:46 PM,2/11/2013,-75.02773,39.94504,1386
Camden,5/10/2013 5:02:52 PM,5/10/2013,-75.0231,39.94587,1387
Camden,1/25/2014 3:00:27 PM,1/25/2014,-75.0261,39.94479,1388
Camden,6/16/2013 7:16:51 PM,6/16/2013,-75.02563,39.99081,1389
Burlington,9/2/2013 11:32:31 AM,9/2/2013,-74.95139,39.92503,1390
Camden,2/11/2013 6:22:33 PM,2/11/2013,-75.02837,39.94564,1391
Atlantic,1/1/2014 4:52:55 AM,1/1/2014,-74.43885,39.36073,1392
Atlantic,2/14/2013 2:10:32 PM,2/14/2013,-74.43904,39.36036,1393
Atlantic,10/14/2013 4:55:27 PM,10/14/2013,-74.43276,39.35831,1394
Burlington,12/12/2013 10:17:59 PM,12/12/2013,-74.98454,39.94729,1395
Burlington,9/2/2013 11:27:31 AM,9/2/2013,-75.00741,39.97172,1396
Camden,12/12/2013 9:53:21 PM,12/12/2013,-74.92478,39.83939,1397
Burlington,9/2/2013 11:26:50 AM,9/2/2013,-75.01274,39.97774,1398
Camden,8/23/2013 4:48:59 PM,8/23/2013,-75.02796,39.9478,1399
Burlington,3/31/2013 4:06:49 PM,3/31/2013,-74.92834,39.89472,1400
Camden,2/11/2013 6:30:08 PM,2/11/2013,-75.02215,39.98789,1401
Camden,2/14/2013 6:00:17 PM,2/14/2013,-74.91974,39.79345,1402
Burlington,3/31/2013 4:08:22 PM,3/31/2013,-74.93747,39.90597,1403
Camden,8/6/2013 12:43:57 PM,8/6/2013,-74.88172,39.66642,1404
Burlington,5/10/2013 2:14:31 PM,5/10/2013,-75.04103,40.00941,1405
Camden,12/27/2013 3:07:24 PM,12/27/2013,-75.02781,39.94869,1406
Atlantic,3/31/2013 3:15:47 PM,3/31/2013,-74.43743,39.35911,1407
Burlington,9/2/2013 6:41:37 PM,9/2/2013,-75.00528,39.97006,1408
Atlantic,1/1/2014 1:46:21 PM,1/1/2014,-74.42466,39.36428,1409
Camden,2/11/2013 6:30:08 PM,2/11/2013,-75.02215,39.98789,1410
Camden,6/16/2013 6:51:12 PM,6/16/2013,-74.92185,39.795,1411
Camden,6/20/2013 1:55:20 PM,6/20/2013,-75.06815,39.94651,1412
Burlington,10/14/2013 8:43:24 PM,10/14/2013,-74.94619,39.91966,1413
Camden,12/12/2013 10:27:08 PM,12/12/2013,-75.02385,39.98952,1414
Atlantic,3/31/2013 3:14:52 PM,3/31/2013,-74.43645,39.35877,1415
Burlington,8/6/2013 9:35:18 PM,8/6/2013,-75.03288,39.99663,1416
Atlantic,6/16/2013 12:47:20 PM,6/16/2013,-74.42205,39.36651,1417
Atlantic,1/1/2013 5:14:02 PM,1/1/2013,-74.48945,39.38033,1418
Camden,1/25/2014 2:53:19 PM,1/25/2014,-75.02901,39.93617,1419
Camden,5/10/2013 2:28:16 PM,5/10/2013,-75.02459,39.94272,1420
Burlington,12/12/2013 1:18:26 PM,12/12/2013,-74.98664,39.94962,1421
Burlington,12/27/2013 7:12:57 PM,12/27/2013,-75.03609,40.00073,1422
Burlington,12/27/2013 7:13:42 PM,12/27/2013,-75.03761,40.00558,1423
Burlington,2/14/2013 1:00:27 PM,2/14/2013,-74.93881,39.90745,1424
Burlington,1/1/2013 6:13:52 PM,1/1/2013,-74.9994,39.96477,1425
Atlantic,3/31/2013 3:10:08 PM,3/31/2013,-74.4237,39.36395,1426
